review_date,title,review_text,user_rating,reviewer_name,review_no
"February 7, 2013",La Corona  Petit Coronas,"  Amazing to get the same box/code with coronas/ panetelas and Petit coronas!

Amazing cigar from the early nineties a classicMM with a twist - strong, full body and obnoxious in a good way - one does not get/taste cigars like that these days, but if one never tried that one - it is a shame. Discontinued in 1999.
",5.0,bonvivant,3:
"February 7, 2013",La Corona  Petit Coronas,"  Amazing to get the same box/code with coronas/ panetelas and Petit coronas!

Amazing cigar from the early nineties a classicMM with a twist - strong, full body and obnoxious in a good way - one does not get/taste cigars like that these days, but if one never tried that one - it is a shame. Discontinued in 1999.
",5.0,bonvivant,2:
"January 17, 2013",La Corona  Perfectos,"Purchased at Habanos in Tehran (Iran). Production date before 2000 (old box coding). Sold at the original low price. Not as dense as younger cigars due to its age. Easily lit, even burn and cold draw.   Mild to medium with lesser tobacco taste, sweet, nutty and a bit earthy. Overall a good Habano experience.",4.0,hrgerami-hotmail-com,3:
"January 17, 2013",La Corona  Perfectos,"Purchased at Habanos in Tehran (Iran). Production date before 2000 (old box coding). Sold at the original low price. Is not as dense as younger cigars due to its age. Mild to medium sweet, nutty and a bit earthy. Overall a good Habano experience.",4.0,hrgerami-hotmail-com,2:
"February 7, 2013",La Corona  Coronas,"  JM 1992 Amazing cigar from the early nineties a classicMM with a twist - strong, full body and obnoxious in a good way - one does not get/taste cigars/tobacco like that any longer, but if one never tried that one - it is a shame.",5.0,bonvivant,6:
"October 5, 2012",La Corona  Coronas," I used to buy boxes of these in the late 80s and early 90s very inexpensive. From memory I agree with both reviews - heavy on the nicotene, and pretty strong  - not for the feint hearted.",0.0,ian,5:
"October 24, 2009",La Corona  Coronas,"  Although ""just"" a machine made, this was a great smoke! Rich and strong on the nutty-cedary side, very savoury. Great smokes and bargains, like all 90's La Coronas. If only one could find more...",0.0,hercule-poirot,4:
"February 12, 2008",La Corona  Coronas,"91
Nice little one with much on nicotine. Not very complex arome but quite satisfying. Good price quality ratio.",3.5,tonymontana,2:
"July 30, 2009",Diplomaticos  Diplomaticos No. 7,"  The wrapper of this more than 20 yo cigar is colorado-colored, very fine, a little bit shiny. The rolling seems to be perfect (and later on I can find a perfect draw).

The smell of decent oak wood and pure tobacco is very pleasant.

So, let's fire up that lil' baby. The first draws reveal a very intensive and strong taste. Wow... I hadn't expected it by a cigar of that age which is also said to be on the light side. Flavors of roasted nuts and coffee, wood, tobacco and leather are present from the very beginning. It starts with a beat of the drum! The combination is very well balanced and the flavors get more intensive and fade away in a very interesting interaction.

The second third is mainly characterized by woody and herbal components... sometimes a aroma of mushrooms joins.....

The last third shows what it really is: tobacco, pure tobacco. And that is the taste... old, pure tobacco... to be honest: that's what I would expect, 'cause in the end it is just a cigar.

The smoke was very thick, creamy... almost fat! The draw was perfect over the whole smoking time of 80 minutes, the burn-off was ruler-straight.

I'm happy that I opened the box. The cigar was a dream, is very tasty and good to smoke. I don't know how it will be in future if would rest still more years. I don't care about it and just enjoy the moment!",4.5,eldondo,2:
"February 21, 2012",Cifuentes  Super Estupendos," file zvrikos kanis lathos, (i ipografi cipu ine monadiki ke den mpori na xrisimopoiithi apo allon). Opos tha exeis antilifthi, to c.r. den perni edo kai kero ellinika, kai to minima toy review 4 ine se ""kodika"", apeythinete se sygkekrimenoys apodektes. Ithela na sto po ayto, (an exi kapoia simasia...)",0.0,cipu,6:
