review_date,title,review_text,user_rating,reviewer_name,review_no
"September 20, 2011",La Gloria Cubana  Tapados,  a smooth and delightful cigar that slowed down my intake on other favourite cigars. How come its discontinued and its available in the market though?,3.5,dernaika,2:
"October 11, 2012",La Flor de Cano  Short Robusto,"  Bought a box on the back of a lot of hype, and well worth it!
Great looking, dark smooth wrapper with a wonderful wet barnyard aroma. Smoot and rich with a touch of spice opening. Fairly punchy with a rich tobacco taste which builds. Glad I bought a box! Great as a short(ish) smoke, top draw!",5.0,tomothebuilder,2:
"April 20, 2010",Davidoff  Tubos,"  My first foray into the world of cigars. I dont think I could selected a better cigar to initiate with. Mild yet robust. Flavorful yet not too overpowering. Made for a wonderfully calm, aromatic experience. I have stuck to these cigars ever since but am very keen to expand my horisons. I would recommend No. 2 Tubos to anyone, anytime!",4.5,naz,3:
"January 13, 2007",Davidoff  Tubos,Had one from 1985.  The smoke was very very smooth and had wonderful hints of citrus.  This is probably the only cigarI have had that has given that citrus flavor.  The wrapper was impeccable and the construction was flawless.  Truly one of a kind.,5.0,markf150,2:
"September 7, 2009",Davidoff  Mille series 5000,"  Smoked one of these from 1985 the other night.  What a wonderful smoke.  Very light at the outset, a sweet and creamy, honey-like taste was delivered.  This maintained throughout in varying strengths, blending with other tastes as they developed.  Sometimes playing the lead role, while at other times taking a back seat, but it never did go away.  By an inch in I was detecting hints of spice such as ciniemon and mustard.  These gave was to notes of oakish hardwoods by 2 inches and rich dried fruit by 3-4 inches.  In the final inch the taste changed again, delivering a nice toasty finish.  A wonderful ending to a simply wonderful cigar.  This was certainly a cigar to remember, but alas, I have but 2 left!  :o(",5.0,knuck42,3:
"February 1, 2007",Davidoff  Mille series 5000,"Probably one of my favorite smokes in the Davidoff line.  While not as rich as the LaTour's or the Haut Briones these little babies perform with an amazing quality for such a small smoke.

Excellent flavors throughout that are uniquely Davidoff.",4.0,xxx,2:
"July 30, 2009",Diplomaticos  Diplomaticos No. 7,"  The wrapper of this more than 20 yo cigar is colorado-colored, very fine, a little bit shiny. The rolling seems to be perfect (and later on I can find a perfect draw).

The smell of decent oak wood and pure tobacco is very pleasant.

So, let's fire up that lil' baby. The first draws reveal a very intensive and strong taste. Wow... I hadn't expected it by a cigar of that age which is also said to be on the light side. Flavors of roasted nuts and coffee, wood, tobacco and leather are present from the very beginning. It starts with a beat of the drum! The combination is very well balanced and the flavors get more intensive and fade away in a very interesting interaction.

The second third is mainly characterized by woody and herbal components... sometimes a aroma of mushrooms joins.....

The last third shows what it really is: tobacco, pure tobacco. And that is the taste... old, pure tobacco... to be honest: that's what I would expect, 'cause in the end it is just a cigar.

The smoke was very thick, creamy... almost fat! The draw was perfect over the whole smoking time of 80 minutes, the burn-off was ruler-straight.

I'm happy that I opened the box. The cigar was a dream, is very tasty and good to smoke. I don't know how it will be in future if would rest still more years. I don't care about it and just enjoy the moment!",4.5,eldondo,2:
"March 4, 2013",El Rey del Mundo  Elegantes,"  What a gem. Okay the draw was not 100%, a bit tight but for such a thin hand rolled cigar still okay. First of all the cold drawn was full of honey. Lighting it up - no honey flavor very subtile. Burn was perfect. Loads of dark chocolate, coffee and mint like you can find this in Bendicks Bittermint. And for a surprise a really strong one. If get a hand on it buy them.",5.0,perla,5:
"October 24, 2011",El Rey del Mundo  Elegantes,"  The stronger of the two panatelas largas from El Rey Del Mundo, this cigar delivers a strength to the typical minerality and sweetness that are the hallmark of a classic brand.  Unfortunately, they are no more.",4.5,ewipper,4:
"January 11, 2010",El Rey del Mundo  Elegantes,"  From box PRO LROO (Partagas factory).Averange construction, dark wrapper with spot of oil.No problem with burn, goes slowly.Draw no loose no tight.Started light, after inch goes more stronge.Stronger in finish.Good aroma like Demi Taste, woody, coffee taste.Nice.I am glad to try its slim panatela.",4.0,kml,3:
