review_date,title,review_text,user_rating,reviewer_name,review_no
"July 9, 2007",H. Upmann  Demi Tasse,"It may have been discontinued in the 70's but they're available again in several locations in NYC. After being offered one on the lift at Snowbird Utah they quickly became my regular. I find them wrapped in 5 packs. H. Upmann flavor, mild and not demanding of time. Unfortunately, too many plugged per box. Just the same a wonderful flavor.",4.0,nycskiped,2:
"April 26, 2013",El Rey del Mundo  Torpedos,"  From cab 50 this torpedo cigar is very aromatic, with hints of flowers and honey. Optimal realise, really easy to draw. Medium force, recommended for lovers of choix supreme.",4.5,phoppa,2:
"June 23, 2016",Cuaba  Tradicionales,"  My was stronger then Exclusivos.Herbal, spicy by the start. Perfect construction and burn. No problem with draw. A nice cigar.",4.5,kml,32:
"June 20, 2011",Cuaba  Tradicionales,"Smoked two from a petaca with unknown age.Perfect construction and burn,this is a strong but balanced little cigar.Due to the shape the flavours and body develop quite nicely, which is why I am a big fan of figurados.Very good choice for a short and direct ""shot"" of habano.",4.5,titobueno76,31:
"June 20, 2011",Cuaba  Tradicionales,"Smoked two from a petaca with unknown age.Perfect construction and burn,this is a strong but balanced little cigar.Due to the shape the flavours and body develop quite nicely, which is why I am a big fan of figurados.Very good choice for a short and direct ""shot"" of habano.",4.5,titobueno76,30:
"June 7, 2010",Cuaba  Tradicionales,"First review...
I smoked one of these while strolling around the grounds of a beautiful hotel converted from an old castle in north Wales. Sadly the cigar did not match the experience. As many people have already said, it was brutally plugged and I ended up abandoning it long before I usually would. The way the format allows the flavour to develop as the gauge increases is certainly interesting, however this cigar failed to take full advantage of this with pleasant but plain tobacco and wood flavours.
It is worth mentioning that this cigar came from a rather meagre selection of habanos in a small humidor in the hotel bar, so may not be idicative of all of these. However, I have tried other Cuabas from the shop I work in (where i know they are kept well) and have experienced similar problems.",2.0,dreadary,29:
"August 20, 2016",Fonseca  KDT Cadetes,"This is a tricky cigar. Although latter ones were not as good (less flavour and often tight), I tried one after an entire day at the beach and it was among the best cigars of my life (salt, tobacco and cedar) !!! Maybe the surroundings helped (beach, sun, no wind), but for sure it was amazing !",4.5,heinrich,42:
"January 9, 2013",Fonseca  KDT Cadetes,"  I agree with kalc: a wonderful woodsy smoke, very nice and down to earth, but at leasr eight or nine cigars had tight draw problems...Alas...",4.0,tantric,41:
"November 28, 2012",Fonseca  KDT Cadetes,"  What a pleasant surprise this little cigar is! A wonderful toasty, woody aroma with that typicle earthy Cuban undertone. Have smoked about 10 from this box and the consistency is excellent. Good draw, good burn and they always leave me wanting more.",4.5,yellowgrip,40:
"February 15, 2012",Fonseca  KDT Cadetes,"2010 boxes - when on song , is a mild smoke - woody, earthy, savoury, nutty. But often has tight draw problems. Also some samples are flat - just tobacco flavour. So consistency is an issue.",3.0,kalc,39:
"November 24, 2010",Fonseca  KDT Cadetes,"  MAR 2010 box, lovely tobacco with creamy cocoa, cedar and nuts flavour, much like Montecristo no.4 when on song or a milder Secretos. Unfortunately they are overly tightly rolled and half are virtually unsmokeable. When you consider the price, they might still be a bargain even if you have to chuck some away. 9 stars when rolled properly, 0-4 when plugged... how to rate it?",3.0,frenchkiwi,38:
"December 23, 2014",El Rey del Mundo  Tainos,"  RPO MAY/JUN/OCT01 - This is the forgotten taste, the ""old spice"" of an era long passed by. The 2001's are absolute monsters, with legs seemingly long enough to carry them for another ten years. The Tainos flavors are enormous, thick, and unforgettable to the uninitiated. A large proportion of the box can and will be tightly rolled, but it is no issue. The core flavors are present in all examples - the only difference is the perception of body from ones with lush draw. If lucky to experience a Tainos that is perfect, cut up your credit cards immediately, as there is no going back, and the only prescription is more Tainos - and there is no such thing as having enough Tainos. Possibly the greatest Julieta #2 ever conceived.",5.0,mk05,31:
"December 23, 2014",El Rey del Mundo  Tainos,"  RPO MAY/JUN/OCT01 - This is the forgotten taste, the ""old spice"" of an era long passed by. The 2001's are absolute monsters, with legs seemingly long enough to carry them for another ten years. The Tainos flavors are enormous, thick, and unforgettable to the uninitiated. A large proportion of the box can and will be tightly rolled, but it is no issue. The core flavors are present in all examples - the only difference is the perception of body from ones with lush draw. If lucky to experience a Tainos that is perfect, cut up your credit cards immediately, as there is no going back, and the only prescription is more Tainos - and there is no such thing as having enough Tainos. Possibly the greatest Julieta #2 ever conceived.",5.0,mk05,30:
"June 29, 2013",El Rey del Mundo  Tainos,"  The classic churchill delivers with perfect burn, white ash and a bit of nostalgia, for flavors long gone. Complex and balanced -  a classic definition is an understatement 10 out of 10 is an understatement - nothing came out of Cuba from 1999-2000 and 2002-2005 to match this giant. 10 out of 10 stars",5.0,bonvivant,29:
"June 29, 2013",El Rey del Mundo  Tainos,"  The classic churchill delivers with perfect burn, white ash and a bit of nostalgia, for flavors long gone. Complex and balanced -  a classic definition is an understatement 10 out of 10 is an understatement - nothing came out of Cuba from 1999-2000 and 2002-2005 to match this giant. 10 out of 10 stars",5.0,bonvivant,28:
"January 26, 2013",El Rey del Mundo  Tainos,"  Just revisited 2001s from RPO - amazing cigar, great burn, perfect draw and potential to last for years - the tobacco is potent, the blend is perfect and the taste is divine. Medium body with full flavor taste - the best since 1997 and the last of the Mohicans.",5.0,bonvivant,27:
"April 11, 2015",Guantanamera  Puritos,"Cheap and easy little cigar. No extras, no revolution or infinite dreams for 1,5 euros. That's all, folks. For a walk with the dog, not for summer-evening parties.",1.5,macskuzon,14:
"September 28, 2014",Guantanamera  Puritos,  Little more what you can expect for cheap and small cigar.,3.0,kikkeliki,13:
"December 9, 2011",Guantanamera  Puritos,"A cheap , friendly cigar. Nothing in the first 1/3 , ok in the middle , interesting to finish. But the general flavour and the odour in the room are that from a cigar.",2.5,sergiu-marcel,12:
"May 6, 2011",Guantanamera  Puritos,Wife took kids to Cuba and brought me back some nice box of Partagas Astorias and a box of these. I am saving Partagas but lit up couple of these and was surprised. I think because of there small size they burn evenly and definitely give Cuban tobacco flavours.,3.0,backwards,11:
"March 9, 2011",Guantanamera  Puritos,"The first impression is the smell of it when you take it out of the nylon. It smells like honey, you are not sure if you want to eat it of smoke it. For the cheap prize is a nice cigarillo that you can choose for your coffee break",2.5,moufas,10:
"November 14, 2015",Guantanamera  Decimos,A very bad taste remain after smoking it !,0.5,amorino,39:
"July 7, 2014",Guantanamera  Decimos,"  On the same level as any other cheap machine made ""cigar"" or cigarillo,  except more expensive. For the same price you can get a cheap premium cigar, and you would be more satisfied.",1.0,wesman1010,37:
"April 23, 2014",Guantanamera  Decimos,"This cigar is disgusting and if they give them away for free I would bin them,tastes like a poorly made cigarette.
Shame on Cuba producing these.",0.5,paul-watson,36:
"April 20, 2014",Guantanamera  Decimos,For its price this is an excellent cigar,5.0,antonis2003,35:
"September 7, 2009",Dunhill  Mojito,"  Enjoyed one of these the other night at my B&amp;M, paired with lemon flavored club soda.  A very nice little cigar that maintained much of its potency despite its advanced age.  Floral and notes of ginger dominated the first two inches, followed by a heavier taste of dried fruit in the second third.  The final third produced strong tastes of spice such as mustard and some hardwoods as well.  This was a real treat to smoke.  Very well balanced as it delivered its various tastes.  Burned even throughout, and produced copious amounts of smoke.  I only wish I had several more boxes of these at my disposal!",4.5,knuck42,2:
"July 17, 2008",Dunhill  Malecon,"Well constructed, good draw, but what happened to the taste?",2.5,miki,2:
"January 4, 2007",Dunhill  Havana Club,another cigar that s past its prime.  Mostly tasteing of cedar and cardboard,0.5,habanohal,2:
"November 2, 2012",Dunhill  Estupendos,"I was lucky enough to chase down two individual ones - if there is anything such as a perfect cigar, this is. Strong, rich but mellow, perfect balance of smooth, almost fruity flavours, not unlike a very good Ramon Allones. To describe it in one synaesthetic word - fruity first class Extra Virgin Olive Oil. Simply outstanding, the best cigar I smoked in my 10+ years of being a Havanna aficionado.",5.0,hercule-poirot,8:
"February 4, 2010",Dunhill  Estupendos,"  I got one box of ten if somebody want to buy there is my
 E-mail: benchackal@gmail.com
it's not a joke",2.5,darkman,7:
"June 5, 2009",Dunhill  Estupendos," I'm making the same offer as reviewer #5, and saying that if anyone would be willing to part with just one stick of this cigar, I would be happy to pay any price within reason.  Please let me know at griff.stein@gmail.com if anybody is willing to and thanks so much.  Hope to hear from someone.",0.0,griff86,6:
"March 1, 2009",Dunhill  Estupendos," Please people, if you have an idea of where to get these, or even if you have some and willing sell them...please please let me know. Here is my email: m.hexakosioihexekontahexaphobia@gmail.com.",0.0,hexakosioi,5:
"November 7, 2007",Dunhill  Estupendos,What a great cigar!,5.0,pshamrock,4:
"July 25, 2011",Dunhill  Atados,"  Candy stick! Complex, and mastery blended.",4.5,toki,5:
"June 10, 2009",Dunhill  Atados," Hello maalouly, I would definitely be interested in buying them from you if you haven't yet sold them.  If you'd be willing to part with a couple sticks that would be terrific, but if on the other hand you would prefer to keep the cabinet complete I totally understand.  Anyhow, if you'd like to get rid of a few, name your price and email me at griff.stein@gmail.com
-thanks",0.0,griff86,4:
"September 20, 2008",Dunhill  Atados,"  I bought a box of 5 yesterday. Made in 1980! I dont think I will smoke any of them, might keep them for few years than sell them. If anyone is intersted in buying them contact me.",0.0,maalouly,3:
"July 10, 2008",Dunhill  Atados,"Smoked one of these recently, and thought it was good for its age. Some of the other older cigars(davidoffs, 70's montes) have lost most of their flavor in my experience. If you can find one, definately worth trying.",4.0,billyh79,2:
"August 12, 2008",Dunhill  Cabinetta, I would love to get my hands on a box.  Price is not an issue. please email me if anyone knows where and how much or has a box for sale.  hotdawggy069@gmail.com,0.0,hotdawggy,5:
"November 7, 2007",Dunhill  Cabinetta,My first Habano was the Dunhill Cabinetta. I am glad to have had the chance to smoke five of these fine cigars and what a treat they were!,4.5,pshamrock,4:
"March 3, 2007",Dunhill  Cabinetta,"It was a sad, sad day when these cigars were no longer available. If you are lucky enough to source a box, snap it up!",5.0,johnr,3:
