review_date,title,review_text,user_rating,reviewer_name,review_no
review_date,title,review_text,user_rating,reviewer_name,review_no
"February 7, 2013",La Corona  Petit Coronas,"  Amazing to get the same box/code with coronas/ panetelas and Petit coronas!

Amazing cigar from the early nineties a classicMM with a twist - strong, full body and obnoxious in a good way - one does not get/taste cigars like that these days, but if one never tried that one - it is a shame. Discontinued in 1999.
",5.0,bonvivant,3:
"February 7, 2013",La Corona  Petit Coronas,"  Amazing to get the same box/code with coronas/ panetelas and Petit coronas!

Amazing cigar from the early nineties a classicMM with a twist - strong, full body and obnoxious in a good way - one does not get/taste cigars like that these days, but if one never tried that one - it is a shame. Discontinued in 1999.
",5.0,bonvivant,2:
"January 17, 2013",La Corona  Perfectos,"Purchased at Habanos in Tehran (Iran). Production date before 2000 (old box coding). Sold at the original low price. Not as dense as younger cigars due to its age. Easily lit, even burn and cold draw.   Mild to medium with lesser tobacco taste, sweet, nutty and a bit earthy. Overall a good Habano experience.",4.0,hrgerami-hotmail-com,3:
"January 17, 2013",La Corona  Perfectos,"Purchased at Habanos in Tehran (Iran). Production date before 2000 (old box coding). Sold at the original low price. Is not as dense as younger cigars due to its age. Mild to medium sweet, nutty and a bit earthy. Overall a good Habano experience.",4.0,hrgerami-hotmail-com,2:
"May 5, 2009",Hoyo de Monterrey  Royal Coronations," The information on this cigar is incorrect. This cigar is still very much available.In fact, smoked an entire box of these last year.",0.0,snapsix,2:
"April 14, 2007",Hoyo de Monterrey  Particulares LE 2001,One of the best smoking experience that I ever had. A cigar that deserve every second you give him.,4.5,spawn,5:
"November 24, 2004",Hoyo de Monterrey  Particulares LE 2001,"Despite some draw problems so common in A-sized cigars, this cigar commands full score since the quality of the tobacco is nothing short of magical.  We are beyond analyzing taste and aroma here.  This cigar is just full of life.",5.0,tang,4:
"July 12, 2004",Hoyo de Monterrey  Particulares LE 2001,"I smoked one on my wedding day May last year after having waited for them to arrive for two years. It was worth the wait. Smooth, not overpowering, no burning feeling at all. A perfect way to end a perfect day!!
I have 4 left for other special occasions.

",4.5,rob-texier,3:
"November 18, 2003",Hoyo de Monterrey  Particulares LE 2001,Beautiful oily reasonably dark finish on the wrapper and overall excellent presentation. The draw was smooth and the flavours sweet and vibrant. The smoke was concentrated and creamy. A truly great cigar.,5.0,dave-chadwick,2:
"July 17, 2008",Hoyo de Monterrey  Monterrey, I hope to see this come true in more quantity out of all the hoyos this is the discontinued one that looks the coolest LOL. to reviewer #2 Hope it smokes well post a review when you do they are made to be burned and I hope this one burns well and tasts well too! Ill keep my eyes out for this one and if I get one I'll spark that baby and rewiew it right away!,0.0,beatnik,3:
"June 25, 2007",Hoyo de Monterrey  Monterrey," Unfortunately no review - but this Hoyos are still produced - I've found two which were from a 2003 box (unfortunately there were only two left)!

And until now I hadn't the heart to smoke one!

Just one thing: they are looking just gorgeous!",0.0,artisan-bartending,2:
"April 28, 2008",Hoyo de Monterrey  Diademas, this is not the pic...,0.0,q2q2,2:
"February 12, 2009",Hoyo de Monterrey  Concorde," you wont find them.see MRN book,just a churchill in diguise.the hoya churchills i have smoked have not been anything special anyway,although what they were like in the 70's i do not know.",0.0,paul-watson,3:
"February 9, 2009",Hoyo de Monterrey  Concorde,"  so, where do we find one of these beauty?????",0.0,fereos,2:
"February 7, 2013",La Corona  Coronas,"  JM 1992 Amazing cigar from the early nineties a classicMM with a twist - strong, full body and obnoxious in a good way - one does not get/taste cigars/tobacco like that any longer, but if one never tried that one - it is a shame.",5.0,bonvivant,6:
"October 5, 2012",La Corona  Coronas," I used to buy boxes of these in the late 80s and early 90s very inexpensive. From memory I agree with both reviews - heavy on the nicotene, and pretty strong  - not for the feint hearted.",0.0,ian,5:
"October 24, 2009",La Corona  Coronas,"  Although ""just"" a machine made, this was a great smoke! Rich and strong on the nutty-cedary side, very savoury. Great smokes and bargains, like all 90's La Coronas. If only one could find more...",0.0,hercule-poirot,4:
"February 12, 2008",La Corona  Coronas,"91
Nice little one with much on nicotine. Not very complex arome but quite satisfying. Good price quality ratio.",3.5,tonymontana,2:
"June 28, 2012",Juan Lopez  Supreme,"I rank the JL Supreme as one of the top three regional cigars produced to date.  They are medium, but rich, with flavors of cake and cocoa.  I have stocked up on these and expect them to be fantastic in the long haul.",5.0,sblevit,2:
"October 14, 2013",Juan Lopez  Seleccion Suprema,"Juan Lopez Seleccion Suprema- A rather mild cigar with woody, herbal and some mineral notes. Has a beautiful smooth oily wrapper. Good construction and even burn.",3.5,dimi681,2:
"July 20, 2012",Juan Lopez  Obus,"To me this was one of the better releases.  Sadly, I only have one left.  I will keep it and treasure it and remember all its brothers that fell before it. Full bodied, rich, and incredibly fragrant smoke. I had very minimal burn issues but the draw was excellent.  The French got very lucky with this release.  Buy it if you can find it.  With age it could be a classic.",4.5,cookj1,2:
"April 22, 2014",Juan Lopez  Ideales,Excellent !,4.5,sause2112,2:
"November 23, 2014",Juan Lopez  Distinguidos,  Purchased a box in 2012 and the one  tried was very young and semi-green in flavors. Tried another 11/22/14 and its aging well but still not into its conceived potential.,4.5,neuticles,2:
"October 11, 2012",La Flor de Cano  Short Robusto,"  Bought a box on the back of a lot of hype, and well worth it!
Great looking, dark smooth wrapper with a wonderful wet barnyard aroma. Smoot and rich with a touch of spice opening. Fairly punchy with a rich tobacco taste which builds. Glad I bought a box! Great as a short(ish) smoke, top draw!",5.0,tomothebuilder,2:
"November 24, 2011",La Flor de Cano  Short Churchills,"  A wonderful robusto. Strong but subtle flavours that, in spite of its girth, were not overwhelming and did not hang on the back of your tongue.",4.5,alessandro,2:
"October 12, 2010",La Flor de Cano  Gran corona,"  Sweet Herbaceous with a hint of cinnamon,very good construction,a morning cigars,fit for beginners.I had by in Gerard shop in 1996",3.5,meneer,3:
"April 12, 2007",La Flor de Cano  Gran corona," Not a rating. Is this cigar discontinued, I found some in a small shop.",0.0,vanmaroonie,2:
"September 29, 2010",La Escepcion  Gran Gener,"   i got one of the   La Escepcion Gran Gener cigar in its cardboard  but it was in a normal wooden box for 30 years  pls i need an advice how to retarn this cigar to life again
",0.0,alxander-kt,2:
"April 24, 2009",La Escepcion  Longos,"  Still working my way through a box of these. These are really, really exceptional flavored cigars. They dont make Havanas like these anymore unfortunately. Deep Rich and very earthy flavors. Very complex flavors that change throughout. I dont think you could want more in a cigar. I rate these far above the cuban Dunhills and Davidoffs that I have had(i.e, Davi #1,2 and Dunhill Cabinetta and Mojito) that IMHO are past their prime at this stage. These thin cigars are nowhere close to past their best and will continue to evolve for many years. As I said above if you can find them just buy them, dont even hestitate. they are that good.",5.0,bjm,4:
"April 24, 2007",La Escepcion  Longos,"If you can get your hands on these dont hesitate. The most recent ones are from 1987 as the brand in total was discontinued shortly after that. These are some seriously old school havanas. Amazing deep strong complex old school wonderful flavors just loaded with finesse. These currently go for around $600 a box if you can find them, and yes they are worth it. Like all panetellas the draw can be on the tight side but you will quickly forget about that when you get a mouthful of these aged treasures.",5.0,bjm,3:
"March 14, 2007",La Escepcion  Longos,"had one from 1980s.  earth, dirt and minerals.  no baking spices, no sweetness, just earth.  i wish there were more ciagrs like this, but I would mainly have these around as a change of pace.",4.0,moogjuke,2:
"June 2, 2009",La Escepcion  Coronas Extra Largas,  very nice,5.0,luk,2:
"October 8, 2007",La Escepcion  Cazadores Miramar,"While I was helping my Grandfather go through some of his old stuff, I came upon a old, damaged Punch box.  Inside was 13 of these cigars.  I am not sure what year they were purchased, and my Grandfather does not remember either.  They are very dried out, but not damaged at all.  I will put these in a humi with low humidity and work its way up to (maybe) restoring these cigars.  I think a year should do the trick, but I will see.  I really don't know what to expect when they become smokeable.  Right now, they have very little odor, and they wrappers are wrinkly.  Two of them have been cut, but my Grandfather said he often did this, so he did not have to carry a cutter with him.  I will post next when I have smoked one. (in anticipation I will give these a score of 5, considering the shape they are in)",2.5,jkeller115,2:
"February 3, 2011",H. Upmann  Upmann No 4,"  The best cuban marevas.
Very strong taste and aroma
Great great cigars",4.5,piramide69,5:
"October 28, 2007",H. Upmann  Upmann No 4,"These are no longer made, but I am working thru a box from 1998.  Very balanced, prominent flavors of wood and a stronger finish then I am used to on Upmanns.  A good smoke that I enjoy on occassion.",4.0,fabio,4:
"May 7, 2006",H. Upmann  Upmann No 4,"Is there such a thing as a bad Upmann? Of course not and the #4 is no exception. Plenty of hardy smoke for the money. Solid, well made and flavorful. It's agreat choice for a small cigar.",4.5,jlcccm,3:
"July 23, 2005",H. Upmann  Upmann No 4,Mild/Sweet and pleasant. A very nice PC if you want something light and sweet. Had one early afternoon with a cup on coffee and the pleasant flavor lingers within my mouth for the rest of the day.,4.0,w724y,2:
"April 11, 2013",H. Upmann  Upmann No. 1,I picked up the last 8 of these remaining in a box at the Hotel Sevilla two years ago. The first one was good but it was very tightly rolled and as a result it was difficult to get lots of smoke.  Over a year later I grabbed another one and it was perfect.  Impeccable draw. Great draw. And all those great H.Upmann flavours you want.  What a fantastic cigar if you get a good one. Unfortunately these seem to have gone the way of the dodo bird.,4.0,cookj1,4:
"March 8, 2009",H. Upmann  Upmann No. 1,"I recently found this cigar available in Havana, only by the single cigar unfortunately.  It had a lovely cedary, fruity taste reminiscent of the Upmann No. 2 but also the Robustos from the travel humidor.  Ideal draw throughout, with a flawless burn.  If ONLY I could have found a box...",5.0,agraupe,3:
"July 19, 2008",H. Upmann  Upmann No. 1,"  Just shy of being plugged, what smoke there was really wasn't anything special. This was a single I recently recieved and the first H. Upmann I've tried.",2.0,randallp,2:
"November 30, 2014",H. Upmann  Robustos,"If there could be a classic robusto, this would be in the running. Medium strength, tasty, perfect construction and not boring. Did not lose it at the end at all. Lotta smoke with the perfect draw. The one I smoked was relatively young, yet it tasted really good from start to finish.",4.5,the-boxcar,2:
"July 2, 2005",H. Upmann  Royal Coronas,"My first Upmann, I bought this loose along with a Monarcas about 2 months ago from Alexander\'s in Melbourne. Pulled it from the \'dor last night for an end of FY party as I needed a gar that would last a good hour or so. On first impression the wrapper felt very toothy and had some large veins (warning sign). Unlit I smelt lots of fresh cut herbs and some wood. She lit easily and the first draw was cool and very easy, reminiscent of the larger R&amp;J vitolas. A little bland at first, she began to open up after about 15mins with some nice white pepper and leathery tones and a half hour in she really warmed up as well. Comments from colleagues on the smoke\'s aroma were positive. After 45 mins I finally understood what a lot of reviewers have said about construction flaws with Upmanns as I hit a plug, lost draw and had to relight. This happened consistently in the last half/third of the stick (4 relights all told) and whilst tolerable in a cheaper smoke, I don\'t expect it in \""better\"" Cubans. Overcame the plugs finally to suck her down to the nub while nursing some Turkey &amp; water. Can\'t really judge on the basis of one experience but I am having reservations about the Monarcas now and will carry a back-up when I do pull it. Apart from the sub-par (at this price range) wrapper and construction issues, this mild smoke suited the cocktail party well - would be a bit light for an after dinner toke though in my opinion.
",3.5,uncle,4:
"November 20, 2004",H. Upmann  Royal Coronas,"Submitted by Erick Cormier  on November 20, 2004",4.0,erick-cormier,3:
"May 22, 2004",H. Upmann  Royal Coronas,tried one today. i didn't like at all flavor and sternght weren't matching with my test. not strong as i thought. won't try it again.,3.0,fidel,2:
"January 12, 2008",H. Upmann  Petit Palatinos,"A small cigar with a tremendous amount of flavor. Very nice, rich smoke. Wonderful tobacco flavors, exotic wood, earthy with a hint of herbs. The aroma is subtle but rich. Not harsh on the mouth, no after taste and the draw is heavenly. My only disappointment was it was over too soon but look forward to the next one.",4.0,cupshaw,2:
"November 2, 2007",H. Upmann  Preciosas,"I was given five of these (also from 1992). Some cigars grow in strength with age, with 15 years on them, these demi-tasse have some power without the harshness of young tobacco - the leathery, earthy, slightly bitter flavours of Upmann will hit you hard. If you like a very full-bodied Upmann then these are for you - be warned though, even such a small vitola will need to be washed down with a strong drink. As I prefer cigars with some subtlety and sweetness, and can now say with some certainty that I am no fan of the Upmann brand flavour profile, I will avoid them in the future.",3.0,frenchkiwi,3:
"April 12, 2007",H. Upmann  Preciosas,"I was gifted one of these from 1992.  What an amazing little smoke.  25 minutes of pure tobacco goodness.  Excellent construction and great draw.  Some ever so slight earthy, herbal tones throughout.  Definitely worth seeking these out.",4.5,legendsoftheplayground,2:
"November 5, 2007",H. Upmann  Naturales,"An exceptional cigar!  So sad these were discontinued as their flavors gain an exquisite depth with proper age and storage.  So happy I have a box of these left.  If you can find any, buy them immediately.",4.5,xxx,2:
"February 6, 2015",H. Upmann  Noellas,"  Smoked my third cigar from this 2010 jar. I agree with the previous reviewers, classic Upmann flavors but much more intense than other Upmanns. Tasty but 5 years of aging is not enough, I'm not gonna waste these smoking them young. I rate it 8 for now but clearly with potential to be a 10. I'll try one in another 3 years. Highly recommended as a cigar for long term storage and eventual enjoyment.",4.0,professor-twain,5:
"December 23, 2011",H. Upmann  Noellas,"Of the recent LCDH release, this limited release offers some of the best value found in Cuba.  The jar is gorgeous.  A true collectors piece.  The cigars are excellent.  H.Upmann flavours with a more medium-full bodied flavour than some of the regular production H.Upmanns.  Excellent draw and burn.  Try to keep your hands off them because they will offer a fantastic smoke in the years to come.",4.5,cookj1,4:
"June 25, 2011",H. Upmann  Noellas,"A beautifully constructed cigar with a perfect draw. Leather and cream dominate at the moment but this cigar, a 2010-re-edition of the old Cristales, will need more time to acquire complexity. Once this is done, it will made for a perfect summer afternoon smoke. 8.0",4.0,cottierm,3:
"April 8, 2011",H. Upmann  Noellas,"Very good puro,young(glass jars  limited edition 2010)but full of flavours.Rich and complex,first class tobacco leaves ,great blended balance,perfect construction.BRAVO Habanos s.a.",4.5,meneer,2:
"August 18, 2013",H. Upmann  Petit H. Upmann, where do you buy these?,0.0,thgrmck,3:
"August 17, 2008",H. Upmann  Petit H. Upmann,"  For a short smoke this is just an oustanding little cigar, it improves tremendously with age and tolerates extreme abuse.
My wife found a box, 1990 date code, with 18 of the original 25 still in cellophane at the bottom of a carton in my garage. They have travelled from Malaysia to the Philippines and then to California without ever seeing a humidor. Unwrapped them, gave them a month in the humidor, and then shared a couple with my friends yesterday.
Slight sweetness with a stronger nutty overtone, mid strength, smooth draw and perfect burn. Great finish on the palate.
If you can find the patience to put some down for 5 or 6 years you are in for a treat.",3.5,syokoy,2:
"April 29, 2005",H. Upmann  Gran Coronas,"I must disagree to the oppinion that the Amatistas and the Grand Coronas are the same cigars. The later is much more complex than the Amatistas, which delivers just pure tobacco taste. I prefer the Grand Coronas over the other one. When young (1-2 years), it\'s rather flat. But then it develops some nice aromas which remind me of fresh grass and pepper. A great bargain, but avoid puffing too strong.",3.0,turner,2:
"May 29, 2008",H. Upmann  Kings," A sample from 2001 was very strong, with peppery and herbal flavours prevailing throughout. Straightforward, Upmann spice and pure tobacco taste.",0.0,hercule-poirot,3:
"April 13, 2008",H. Upmann  Kings,"I was quite surprised to see several boxes from July '99 (ECA-CCUD) at Zurich Duty Free last month, so I picked up a couple as they were pretty cheap.  A very pleasant cigar indeed! Burned extremely well and had a pleasant toasted flavour, with, as described above, a notable herbal olive flavour. I don't think they are going to last very long in the humidor...",4.0,philski,2:
"September 9, 2014",Partagas  Toppers,  proof that machine made cigars can age with fantastic results .,5.0,dvickery,6:
"January 17, 2011",Partagas  Toppers,"  Tried one of the previous reviewer's. I don't mind machine made cigars at all.. at least you know they're not gonna be plugged! This one offered some spicy Partagas flavours, decent aroma. Enjoyable experience. If they were as cheap as Bolivr says, then definitely worth a purchase.",3.0,kangaroo495,5:
"December 9, 2010",Partagas  Toppers,  Found these as a remainder stock and not expensive at all. Lovely smooth Partagas tobacco which makes these an unusual rare treat,4.0,bolivr,4:
"January 16, 2008",Partagas  Toppers,"Unusual vitola, decent smoke. Satisfying strength, basic Partagas aromas, but not enough aroma for my liking. The tobacco leaves a cheapish impression. Somewhat lacking in character. At that price, I'd rather have a young Mille Fleurs. (LOC NOV 00)",2.5,kiste,3:
"December 8, 2006",Partagas  Toppers,"This cigar was a fantastic new one to me! Boughth 2 boxes, I think the last ones LOG MAR 01. Very well aged, dark notes of earth, first third  nice Partagas peppers, then more and more down to to the rainy forest, some hints of saddle . The last third was very awesome, if you dont like tarry and spicy tastes, keep, please off! Not masterpieces to look on, but what a hell OLD CUBAN PROFILE I found! Please, roll Them in future, too.",3.5,rookie,2:
"May 9, 2007",Partagas  Royales,I am smoking my way through a box of these from 1980s. Fantastic smooth draw and splendid flavour. Greatly regret I cannot buy these anymore,4.0,richard-phillips,2:
