review_date,title,review_text,user_rating,reviewer_name,review_no
"February 12, 2008",Partagas  Petit Privados,"I have the good fortune to smoke an aged Privados (not petit Privados) and the experience is very good. It is a relatively mild cigar with more herbs and spice. It is unlike the usual Partagus which is characterized by strengh, perhaps due to the ageing (80's). Very well constructed and burn great. Overall a good smoke but should not be kept any longer if you wish to enjoy the cigar as it has reach its max ageing life.",4.0,pak,2:
"November 15, 2009",Partagas  Petit Partagas,  These are totalmente a mano and had a revisado stamp and sticker.  I am sad to see these discontinued as I picked a near full box in a trade.  Starts out spicy and smokey but settles down into a strong smoky smoke that pairs well with a Laproaig.,4.5,gabraham2785,3:
"November 7, 2009",Partagas  Petit Partagas,  I received a 2002 box in a trade and can't fathom why these were discontinued.  Mine are made by hand and is not cello wrapped.  Great old school Partagas flavor with lots of pepper and spice to tingle your nostrils.,4.5,gabraham2785,2:
"June 11, 2011",Partagas  Petit Coronas Tubos,I find that this the Coronas Junior which are tubed gives me a better smoke amd more pleasure than Petit Coronas Especiales.,4.0,maltaman,4:
"March 13, 2007",Partagas  Petit Coronas Tubos,Just finished one and all I can say is the first half was ok but the second half was absolutely horrible. Bitter and rough. I'm usually a fan of Partagas but this thing almost made me sick. Also it had a very hard draw. Only nice thing I can say about it is that it had a nice aroma which is the Partagas hallmark but that too went away near the second half.,0.5,dusko007,3:
"February 10, 2007",Partagas  Petit Coronas Tubos,"This is where the Partagas Petit Coronas go to die.  I like the whole idea of tubos - the freshness and the portability.  I've had the Upmann tubo and, while it's not the greatest cigar around, it's tasty and convenient.  The Partagas, on the other hand is not.  I gave it two points on appearance - the wrapper is nice and dark with a bit of tooth, veiny but not rustic.  The burn is decent. End of the good things.

  The box date was September '05 and I know it's not well aged, but I've smoked Juan Lopez PC's younger than this and they at least were flavorful.

The cigar is acidic on the tongue like it was sprayed with something.  The first half has an earthiness that is uncomfortable along with a sourness from time to time.  The second half settles down into smokeability but I don't think that if you were given one of these in a blindsmoke, you would even be able to tell that it was Cuban.

There's a chance that aging would help the cigar, but some cigars never get better and I believe this is going to be one of them.

",1.0,john-smith-nj,2:
"September 20, 2011",La Gloria Cubana  Tapados,  a smooth and delightful cigar that slowed down my intake on other favourite cigars. How come its discontinued and its available in the market though?,3.5,dernaika,2:
"April 14, 2016",La Gloria Cubana  Gloriosos,"  Truly a magnificent cigar. Lovely floral, Woody, and honey flavots with a nice tart touch of lemon peel. Medium bodied and builds to a full bodied delight. Elegant packaging rounds out the experience. A real treat.
",5.0,professor-twain,4:
"December 9, 2014",La Gloria Cubana  Gloriosos,"  Hunters &amp; Frankau was not kidding around when it named this cigar the ""Gloriosos."" Everything about this release was tastefully done - aesthetics, marca specific profile, and balance. An exceptional cigar.",5.0,mk05,3:
"December 31, 2012",La Gloria Cubana  Gloriosos,"  Great representation of LGC brand/factory/flavor - fruit, little earth and citrus spice - this particular UK Regional Edition does brilliantly, compared to so many uninteresting REs around the World these days, especially La Gloria Cubana.",5.0,bonvivant,2:
