review_date,title,review_text,user_rating,reviewer_name,review_no
"September 20, 2011",La Gloria Cubana  Tapados,  a smooth and delightful cigar that slowed down my intake on other favourite cigars. How come its discontinued and its available in the market though?,3.5,dernaika,2:
"September 7, 2015",La Gloria Cubana  Tainos,"  Great looking cigar from a box of ten circa 2000.  Been aging for a while so I expected great things. One of the most boring and one dimensional cigars I have smoked in a while.  Aroma and taste of hay, then well...hay, and more hay.  Never developed any flavors or strength, which I find odd.  I'll let my next sit for a day and hope for a better result.",3.5,bucketlist,31:
"December 29, 2014",La Gloria Cubana  Tainos,"  LRE DIC9 - A Julieta #2 is a big cigar, thus it must be perfect to keep a connoisseur's attention; and this example does not disappoint. This Partagas-rolled gem portrays the sweeter side of the LGC very well, yet is exceptionally balanced to deliver a lush profile (only 2013 Cohiba Esplendido gives this same feel that can only be described as ""cake."" A modern classic, and the last hurrah for LGC Tainos. Must not be missed.",4.5,mk05,30:
"November 11, 2013",La Gloria Cubana  Tainos,"  Every time I smoke these, there is a sense of meeting an old friend and a reminder that I need more Tainos. Fruit on earth base mixed with nostalgia. A classic!",5.0,bonvivant,29:
"September 10, 2013",La Gloria Cubana  Tainos,have smoked one that i kept for four years in my humidor and it was sublime.only a little draw problem at the last third.it is one of the smokes which i would want to experience every day...,5.0,kamaz,28:
"April 21, 2013",La Gloria Cubana  Tainos,"  Do not waste your money on anything, but regular production LGCs, Tainos from 2009 are classics",5.0,bonvivant,27:
"June 23, 2007",La Gloria Cubana  Sabrosos,"Bought one of these at La Casa Del Habano aged for 5 years with a box date of May 2002. First off after I lit it the cigar the wrapper started to peel off. Terrible construction. I tried to not let it bother me so I continued to smoke it anyway. Flavors reminded me of fruits, almost like grapes. Personally I found it way too mild for my tastes. The aftertaste is hard to describe, but I didn't like it. I ended up giving it to a friend after only smoking it for about five mintues. He liked the flavors but found the aftertaste was gross. Bottom line is if you like an extremely mild cigar with fruit like flavors, you'll like it. I felt like it was just one big flavored cigarillo, but maybe that's just me.",0.5,cigar-are-good,7:
"August 28, 2005",La Gloria Cubana  Sabrosos,"I finally found a box of these gems, from 2000. Lighter body than the Med d line. A light floral bouquet of flavors with a hint of spice towards the end",4.5,habanohal,6:
"January 31, 2005",La Gloria Cubana  Sabrosos,"A cigar for serious aging, and one which was discontinued in 2001 I believe. Stock up while you can. A smooth taste, similar to the Tainos of ERM, and the same maker, but with a leathery silken finish reminiscent of many Churchills at age 5-10 years. Good to go with an aged brandy. Full of flowery, peppery, vanilla after tones. Construction good, although fans of round rolled bundles will be dissapointed.",4.0,peter-m-tokyo1,5:
"January 30, 2005",La Gloria Cubana  Sabrosos,"Very nice, very underrated smoke.  While on a trip to Cuba last March I smoked the best of everything the LCDH's had to offer. This cigar was one of the better that I had that week.  Medium-bodied with a fruity-sweet flavor and aroma.",4.0,biff-pocoroba,4:
"December 7, 2004",La Gloria Cubana  Sabrosos,Very nice.. smooth,4.5,bob,3:
"August 26, 2016",La Gloria Cubana  Medaille d'Or No. 4,"A gourgeous cigar - lots of cocoa powder flavours and, I would almost bet, some slight vanilla. Rich and complex, this cigar offers a high quality 50 min smoke. Perfect draw.",4.5,heinrich,40:
"May 13, 2016",La Gloria Cubana  Medaille d'Or No. 4,"The best smoke I ever had. Fruits and flowers all along the smoke, on a woody and honey base, medium in strenght, the perfect size, not too long in time but not too short, this was absolutely perfect from start to finish, with an excellent price! 9/10",4.5,petit-nyctale,39:
"April 16, 2016",La Gloria Cubana  Medaille d'Or No. 4,  Just purchased a box from May2014 and have smoked two. Just like the last box I had about 20 years ago - a lot fuller and more complex than expected. Must remind myself to gently sip on these and they are splendid. Excellent draw and great aroma. Loving smaller ring gauge smokes at the moment especially when they draw well. These have some fruit and honey on the palate and an intoxicating aroma in the room.,4.5,ian,38:
"November 18, 2015",La Gloria Cubana  Medaille d'Or No. 4,"  Excellent cigar with loads of deep, rich tobacco flavor with floral overtones.. Even burning. Fine Draw. Lots of smoke. One of my favorites",5.0,miskis,37:
"November 3, 2015",La Gloria Cubana  Medaille d'Or No. 4," Box code ULA ABR 2015.I bought a few boxes, they smell well.I smoked one piece. They are young now, but not bland. Surprisingly moderate to strong with a growing taste.They remind me more young SLR or RASS, strong coffee beens taste. We'll see in a few years. it pays to wait 4-5 years.",0.0,kml,36:
"November 24, 2011",La Flor de Cano  Short Churchills,"  A wonderful robusto. Strong but subtle flavours that, in spite of its girth, were not overwhelming and did not hang on the back of your tongue.",4.5,alessandro,2:
"October 11, 2012",La Flor de Cano  Short Robusto,"  Bought a box on the back of a lot of hype, and well worth it!
Great looking, dark smooth wrapper with a wonderful wet barnyard aroma. Smoot and rich with a touch of spice opening. Fairly punchy with a rich tobacco taste which builds. Glad I bought a box! Great as a short(ish) smoke, top draw!",5.0,tomothebuilder,2:
"January 16, 2017",La Gloria Cubana  Medaille d'Or No. 2,  Yes to BonVivant another most splendid favourite of mine discontinued - anyone know why so many disappearing? IMO way too many giant ring size now introduced and not enough Dalias or corona extras around.,5.0,ian,51:
"January 11, 2017",La Gloria Cubana  Medaille d'Or No. 2,"  So sad - another La Gloria Cubana discontinued - amazing is not the word, ridiculous is more like it - stick with MAR-MAY 2013 codes and you will not regret it. Anything after that is your own risk. The cigar is simply brilliant - MUR MAY13",5.0,bonvivant,50:
"December 16, 2016",La Gloria Cubana  Medaille d'Or No. 2,"Very creamy cigar with some spices, cinamon and hints of orange fruit. Complex flavours with evolutions between thirds. Draw imperfect until the end of first third and afterwards great. Light to medium cigar of 90-100 minutes duration. A must !!!",4.5,heinrich,49:
"November 30, 2015",La Gloria Cubana  Medaille d'Or No. 2,"  2007 La Gloria Cubana Medaille d'Or No. 2. Just checking in to see how these are coming along. The verdict: Good, but not yet great. If I hadn't smoked a couple of boxes of 2002's, I would be impressed by the full bodied complexity. Pepper and spice with a fruity accompaniment. Unfortunately, the former elements overshadowed the latter. It showed too much of it's Partagas 898V heritage. These will take many years to mature into the delightful spicy and aromatic fruit salad that characterizes a vintage LGC. But the makings are all there, in spades. 
",4.0,shrink,48:
"July 30, 2015",La Gloria Cubana  Medaille d'Or No. 2,"  I've been trying to get a box of these for ages as they used to be one of my favourites - finally did - had to spend a little more than I wanted to as my usual supplier doesn't ever seem to have them...arrived today and nearly finished my second. Excellent appearance, construction, draw; to start with not bad but wow these become amazing at the halfway point and continue to become sublime by the end. I am already dreaming about how these will be with a little rest after there journey in the post.",4.5,ian,47:
"January 11, 2017",La Gloria Cubana  Medaille d'Or No. 3,  Hard to believe- they are 15 years old and the flavors just start to kick in - 5-15 years down the road people will be dreaming about those. Absolutely amazing experience. Highly recommended,5.0,bonvivant,32:
"January 19, 2015",La Gloria Cubana  Medaille d'Or No. 3,"  This beautiful, delicate cigar is like sipping honeysuckle from the vine, sweet, floral, and fruity. It has a touch of citrus peel. Must be stored and smoked with humidity low enough to allow a proper burn, and must be sipped gently. I'm finishing my third box of these and will miss them very much when they are gone. Very rare that I would score a cigar at 10 but this deserves it.",5.0,professor-twain,31:
"October 14, 2014",La Gloria Cubana  Medaille d'Or No. 3,Last had one in Hong Kong in March 2013....i left the city with two more sticks and i am enjoying one right now in a calm misty NYC fall evening.   I cant believe how smooth this cigar is taste and draw.  Great draw despite the thin shape.  15 years has done wonders but the flavor seems to be mellowing so enjoy it now if you can!!,4.5,shen2389,30:
"October 20, 2013",La Gloria Cubana  Medaille d'Or No. 3,"  After a 2007 Punch Churchill the LGC No.3 is the ideal ""second cigar"" giving a full spicy complex cuban classic taste. Happy to have a number of 2002 boxes waiting...",5.0,purissimo,29:
"July 30, 2013",La Gloria Cubana  Medaille d'Or No. 3,"  sigaro veramente speciale, ho trovato un box da 25 meraviglioso, conservato in modo superbo da tabaccai veramente professionali e appassionati, lo sto fumando ora, sono al segundo tercio, bevo un ottimo metodo classico freschissimo, il fruttato del sigaro e i suoi profumi floreali si fondono perfettamente con il bouquet di questo vino ben fatto...sono momenti da ricordare",0.0,goethe66,28:
"March 4, 2011",Diplomaticos  Diplomaticos No. 6,  What a Torpedo!,5.0,ilijat,2:
"July 30, 2009",Diplomaticos  Diplomaticos No. 7,"  The wrapper of this more than 20 yo cigar is colorado-colored, very fine, a little bit shiny. The rolling seems to be perfect (and later on I can find a perfect draw).

The smell of decent oak wood and pure tobacco is very pleasant.

So, let's fire up that lil' baby. The first draws reveal a very intensive and strong taste. Wow... I hadn't expected it by a cigar of that age which is also said to be on the light side. Flavors of roasted nuts and coffee, wood, tobacco and leather are present from the very beginning. It starts with a beat of the drum! The combination is very well balanced and the flavors get more intensive and fade away in a very interesting interaction.

The second third is mainly characterized by woody and herbal components... sometimes a aroma of mushrooms joins.....

The last third shows what it really is: tobacco, pure tobacco. And that is the taste... old, pure tobacco... to be honest: that's what I would expect, 'cause in the end it is just a cigar.

The smoke was very thick, creamy... almost fat! The draw was perfect over the whole smoking time of 80 minutes, the burn-off was ruler-straight.

I'm happy that I opened the box. The cigar was a dream, is very tasty and good to smoke. I don't know how it will be in future if would rest still more years. I don't care about it and just enjoy the moment!",4.5,eldondo,2:
"August 20, 2016",Fonseca  KDT Cadetes,"This is a tricky cigar. Although latter ones were not as good (less flavour and often tight), I tried one after an entire day at the beach and it was among the best cigars of my life (salt, tobacco and cedar) !!! Maybe the surroundings helped (beach, sun, no wind), but for sure it was amazing !",4.5,heinrich,42:
"January 9, 2013",Fonseca  KDT Cadetes,"  I agree with kalc: a wonderful woodsy smoke, very nice and down to earth, but at leasr eight or nine cigars had tight draw problems...Alas...",4.0,tantric,41:
"November 28, 2012",Fonseca  KDT Cadetes,"  What a pleasant surprise this little cigar is! A wonderful toasty, woody aroma with that typicle earthy Cuban undertone. Have smoked about 10 from this box and the consistency is excellent. Good draw, good burn and they always leave me wanting more.",4.5,yellowgrip,40:
"February 15, 2012",Fonseca  KDT Cadetes,"2010 boxes - when on song , is a mild smoke - woody, earthy, savoury, nutty. But often has tight draw problems. Also some samples are flat - just tobacco flavour. So consistency is an issue.",3.0,kalc,39:
"November 24, 2010",Fonseca  KDT Cadetes,"  MAR 2010 box, lovely tobacco with creamy cocoa, cedar and nuts flavour, much like Montecristo no.4 when on song or a milder Secretos. Unfortunately they are overly tightly rolled and half are virtually unsmokeable. When you consider the price, they might still be a bargain even if you have to chuck some away. 9 stars when rolled properly, 0-4 when plugged... how to rate it?",3.0,frenchkiwi,38:
"February 6, 2015",Diplomaticos  Diplomaticos No. 5,"  Beautiful, tasty cigars. Just finishing up my third and final box from this box code. I taste citrus peel and cooking spices. Short and intense. What a shame that these are out of production. Maybe we'll get a half corona. If you can find any of these, buy them.",4.5,professor-twain,27:
"December 27, 2010",Diplomaticos  Diplomaticos No. 5,"  I just finished the last box of this small cigars. And I can say they have an excellent flavor and are surprisingly strong cigars. Stronger than I expected compared to No. 2 (they reminded me
more Bolivar PC). It is not so comlex like No.2, but will provide glorious 30 minutes, which we appreciate good in the current cold weather. Two years of waiting, they will only benefit from this.",4.5,kml,26:
"August 5, 2009",Diplomaticos  Diplomaticos No. 5,"I honestly feel that this cigar is highly underrated. 

Bought some singles, to try out a few different brands, and this took the cake as the best of the batch.  

Smooth draw, rich flavor, excellent burn.  Hints of sweet chocolate, clean refreshing scent. 

All around A for a cheap cigar.  Very resonably priced, almost cheap enough to be  a daily smoke.  9/10",4.5,asb2106,24:
"August 4, 2009",Diplomaticos  Diplomaticos No. 5,"I honestly feel that this cigar is highly underrated. 

Bought some singles, to try out a few different brands, and this took the cake as the best of the batch.  

Smooth draw, rich flavor, excellent burn.  Hints of sweet chocolate, clean refreshing scent. 

All around A for a cheap cigar.  Very resonably priced, almost cheap enough to be  a daily smoke.  9/10",4.5,asb2106,23:
"November 22, 2016",H. Upmann  Upmann No. 2,"  The H.upmann No. 2 is a very young cigar. With a box date of early 14 this cigar has great aging potential. With notes of toast, old coffee grounds, and wood this really is a stale cigar. No floral notes or sweetness but with years of age I can very easily see this cigar develop into a lovely and pleasant cigar. But right now, it is far too young and offeres very stale flavors.",3.5,hunterd16,106:
"October 8, 2016",H. Upmann  Upmann No. 2,"  These are great cigars depending on the years.  The 2012's are unbelievable, but the later ones sometimes have bad burns.  They are about 10-20 percent cheaper than Monte 2's and this is the reason.  They have typical strong, musty, nutty, and aromatic flavors and look great as they age.  Their aging potential is wonderful, but the uneven burns sometimes sour my overall view when taking the time to age.  It is better to wait on the Monte's IMHO, and smoke the Upmanns because they are really good when they are young.",4.5,owensinco,105:
"September 10, 2015",H. Upmann  Upmann No. 2,"  Medium flavored, starts with spice and white pepper. Subtle Upmann sweet woodiness is there but still possesses some predominate tannins from youth.Only slight evolution through the first two thirds, the final third was more complex with that Cuban earthiness and milk coffee coming through. Solid cigars, well constructed and burn well. I have sampled from all three boxes I have of the same factory/date code (UPE AGO13) and all have been amazingly consistent. Still, IMO these cigars will not come into their own without at least another three years age on them.",4.0,oli62,104:
"June 29, 2015",H. Upmann  Upmann No. 2,"  Bought duty free a long time ago and religiously stored. Great wrapper, feel, and pre light draw. Woody and honeyed first third and pretty much till the 1st half. From there hay, leather,  and  nuts with occasional cocoa until the end. Impeccable burn and nice white ash that refused to drop. No bitter or harsh flavors ever...a truly excellent cigar with fantastic taste.",4.5,bucketlist,103:
