review_date,title,review_text,user_rating,reviewer_name,review_no
"May 30, 2015",H. Upmann  Upmann No. 2,"  I just bought and recieved 25 boxes of LUB Feb 14, yep that's 625 cigars in total, because I believe this is the best quality production of these and want to not only make sure there are plenty around for me in 2025-30 but also find this to be my second favorite vitola in the Upmann line. I'm a very experienced cigar smoker and despite the youth of 14 production,  these are far and away better quality cigars than any other year since probably 1994! I'm sorry for others who wasted their money on previous years because it truly was a waste of money compared to the LUB production in 2014. Glad I don't have to worry about getting this superior boxcode any further. Long ashes fellas!",5.0,tonyaccardo,102:
"August 22, 2015",Vegueros  Mareva,"  Not a great cigar. Not a bad cigar. Just a good cigar I smoke when taking a break fly fishing on the river. Full flavor for its size with notes of citrus, perhaps tangerine. Draws well.",3.5,miskis,12:
"March 11, 2015",Vegueros  Mareva,Most things are good with this cigar.A slight bitterness (mostly pepper) spoils the fun.Price is not bad but there are more classic offerings at similar prices.Surely one that deserves a try.,2.5,pancig,11:
"September 15, 2008",Vegueros  Mareva,Unique cigar. A must try once at least. Reviewer 5 is right about the draw and the uneven burn. Yet typical unusual grassy aromas. Simply unique,3.0,kriss,9:
"May 29, 2008",Vegueros  Mareva,"Very impressed with this Mareva.  It really is good quality.  Nice to look at, firm, burns well, nice aroma.  As described well by others, a unique sweet grassy flavour.  Mild cigar, great for a day smoke and a change of pace.  Also very reasonably priced.",3.5,swan25,8:
"December 2, 2014",Vegueros  Especiales No 1,"  Very good cigar too bad it is hard to find this days. Bought 4 boxes 2 from 2000 and 2 from 2001. Very mild good cigar in the morning with coffee or in the after noon, some nice Pampero Rum or San Tiago de Cuba. Earth notes wood flavor.",3.5,aviation262,31:
"April 5, 2014",Vegueros  Especiales No 1,"  Found these for $164 a box.  Picked up 2 boxes, one from 00 and the other from 01.  What great cigars, perfect draw and smooth as silk.  Almost like a Cohiba Lancero...",4.5,chrismez,30:
"November 29, 2013",Vegueros  Especiales No 1,"  This is a good cigar that was well=made in a difficult-to-roll format that featured an even burn, and more importantly, a good draw with plenty of smoke. Floral flavors and a touch of tangerine accentuated a medium-full-bodied tobacco taste. Not a great deal of complexity but worth the time.",4.5,miskis,29:
"March 31, 2012",Vegueros  Especiales No 1,"  My first Vegueros ever and what a nice suprise. Medium bodied, toasty tobacco flavor with some vanilla bean tones. Very nice.",4.5,bassman,27:
"August 30, 2013",Vegueros  Seoane,"  A well-made, even-burning, good-drawing cigar with the floral notes common to this maker. A wonderful small cigar.",4.5,miskis,13:
"September 1, 2010",Vegueros  Seoane,"  After finishing a cardboard pack of 5 sticks over a period of a few months, I feel that I have come to understand this stick. Despite being touted as a fuller bodied marque, I found this particular stick quite mild in flavour and light in body. Quite a contrast to the No.1 and No. 2. On the tongue, mainly freshly brewed black coffee with aromatic wood and some dryish, cedary notes. But on the nose, very floral, sweet and fragrant, freshly cut grass and incense. Some citrusy nuances creep in towards the final third. One of those sticks that you must enjoy with your mouth and your nose. Ever present spice on the tongue. Surprisingly thick and voluminous smoke for such a small, delicate stick. Deceptively long. Very well made and burns even. More of an aperitif cigar and a good one at that. Now increasingly rare in Australia but will certainly age another pack of 5, maybe 2 packs, for the short term to see what happens.",4.0,sengjc,12:
"October 14, 2009",Vegueros  Seoane,"  Mild, but very good.  I was suprised by the amount of flavor.  Draw and smoke was great.  These are on the reorder list!!!",4.5,bludog,11:
"August 20, 2009",Vegueros  Seoane,"  After reading the reviews on this site; I thought it worth a try. I had expected a box of 25, not 5 packs of 5. They were smaller than I had expected, slightly oily and soft to touch with and a gentle aromatic tobacco smell. Not quiite my normal smoke- at least they appeared well made - hand made. On lighting, the taste was subtle with surprisingly plenty smoke for the size - a pleasant sweet smell. A most enjoyable easy any time of the day smoke - Had several - each one a simple unpretentious pleasure - any time of the day. Strangely it has grown on me - not normal for me to be affectionate towards a small cigar.",4.0,patrick5,10:
"July 29, 2013",Vegueros  Especiales No. 2,"  A well-made medium-bodied cigar with a definite floral flavor along with a taste of citrus, maybe tangerine. Good draw and an even burn. A nice smoke.",4.5,miskis,18:
"April 20, 2013",Vegueros  Especiales No. 2,"  Smoked the 4th out of a 99 box. Although these are rolled quite hard they had a perfect draw. Strenght is medium and there is not overly much evolution. There is some sweetness at the beginning which fades into coffee and chocolate. You can taste the fine, aged tobacco and there are some salty hints from time to time. I had 14 year old cigars smoking just like a shadow of their original taste - this one has developed into a rich and remarkable example of cuban craftmanship.",4.0,lost-trailer,17:
"April 14, 2013",Vegueros  Especiales No. 2,"  Very nice small cigar. Full body, but it has lost some flavor since 2000. Nevertheless a very good one. Earthy, wood and cacao throughout. Even construction burn. Anyone who gets a hold of any Vegueros is lucky, as they have discontinued the brand from 2013. Shame, because this used to be a very nice line coming out directly from Pinar del Rio.",3.5,dimi681,16:
"March 30, 2010",Vegueros  Especiales No. 2,"  Got this as a free sample and probably dates back to 99 since the shop that was selling this has stocks of the 99 vintage and the fine powdery is evidence of its age. Then again, it might very well be dust and mold. In any case it wiped off easily enough without leaving a mark but I digress.
Anyway, it is quite an elegantly made short panatela with a smooth, colorado wrapper. Burns even with a workable draw. Overall flavours are mainly earth and wood with some dark chocolate and coffee. Not much sweetness and about a medium bodied smoke. Burnt nice and even. With some care, it did not overheat. Overall, the smoke was quite good actually. It has its own distinct character that I certainly will not mind sampling again in the future although I wished something can be done about its pricetag.",3.5,sengjc,15:
"June 29, 2009",Vegueros  Especiales No. 2,"  WOW!! SCO 5/2000. This was a very surprising smoke. I burned my fingers smoking this one. The taste was mild-med with earthy,leathery taste. Never had to relight and it burned evenly all 5 5/8 of its lenght.",4.5,lomnhernandez,14:
"September 7, 2009",Dunhill  Mojito,"  Enjoyed one of these the other night at my B&amp;M, paired with lemon flavored club soda.  A very nice little cigar that maintained much of its potency despite its advanced age.  Floral and notes of ginger dominated the first two inches, followed by a heavier taste of dried fruit in the second third.  The final third produced strong tastes of spice such as mustard and some hardwoods as well.  This was a real treat to smoke.  Very well balanced as it delivered its various tastes.  Burned even throughout, and produced copious amounts of smoke.  I only wish I had several more boxes of these at my disposal!",4.5,knuck42,2:
"July 17, 2008",Dunhill  Malecon,"Well constructed, good draw, but what happened to the taste?",2.5,miki,2:
"January 4, 2007",Dunhill  Havana Club,another cigar that s past its prime.  Mostly tasteing of cedar and cardboard,0.5,habanohal,2:
"November 2, 2012",Dunhill  Estupendos,"I was lucky enough to chase down two individual ones - if there is anything such as a perfect cigar, this is. Strong, rich but mellow, perfect balance of smooth, almost fruity flavours, not unlike a very good Ramon Allones. To describe it in one synaesthetic word - fruity first class Extra Virgin Olive Oil. Simply outstanding, the best cigar I smoked in my 10+ years of being a Havanna aficionado.",5.0,hercule-poirot,8:
"February 4, 2010",Dunhill  Estupendos,"  I got one box of ten if somebody want to buy there is my
 E-mail: benchackal@gmail.com
it's not a joke",2.5,darkman,7:
"June 5, 2009",Dunhill  Estupendos," I'm making the same offer as reviewer #5, and saying that if anyone would be willing to part with just one stick of this cigar, I would be happy to pay any price within reason.  Please let me know at griff.stein@gmail.com if anybody is willing to and thanks so much.  Hope to hear from someone.",0.0,griff86,6:
"March 1, 2009",Dunhill  Estupendos," Please people, if you have an idea of where to get these, or even if you have some and willing sell them...please please let me know. Here is my email: m.hexakosioihexekontahexaphobia@gmail.com.",0.0,hexakosioi,5:
"November 7, 2007",Dunhill  Estupendos,What a great cigar!,5.0,pshamrock,4:
"August 12, 2008",Dunhill  Cabinetta, I would love to get my hands on a box.  Price is not an issue. please email me if anyone knows where and how much or has a box for sale.  hotdawggy069@gmail.com,0.0,hotdawggy,5:
"November 7, 2007",Dunhill  Cabinetta,My first Habano was the Dunhill Cabinetta. I am glad to have had the chance to smoke five of these fine cigars and what a treat they were!,4.5,pshamrock,4:
"March 3, 2007",Dunhill  Cabinetta,"It was a sad, sad day when these cigars were no longer available. If you are lucky enough to source a box, snap it up!",5.0,johnr,3:
"February 1, 2007",Dunhill  Cabinetta,"These have been hit or miss with me.  About 50% I've tried have been flat and not very impressive.  However the other 50% have been absolutely AMAZING!  I'll give them one thing, when they are ON they are almost unbeatable.

When ON, they have a rich and sweet flavor profile with lots of complexity that keeps the smoker in heaven throughout the smoke.  Starts with light tea and sweet flavors while building in flavor as you smoke it.  A Lower rating sheerly for their inconsistency.",3.5,xxx,2:
"July 25, 2011",Dunhill  Atados,"  Candy stick! Complex, and mastery blended.",4.5,toki,5:
"June 10, 2009",Dunhill  Atados," Hello maalouly, I would definitely be interested in buying them from you if you haven't yet sold them.  If you'd be willing to part with a couple sticks that would be terrific, but if on the other hand you would prefer to keep the cabinet complete I totally understand.  Anyhow, if you'd like to get rid of a few, name your price and email me at griff.stein@gmail.com
-thanks",0.0,griff86,4:
"September 20, 2008",Dunhill  Atados,"  I bought a box of 5 yesterday. Made in 1980! I dont think I will smoke any of them, might keep them for few years than sell them. If anyone is intersted in buying them contact me.",0.0,maalouly,3:
"July 10, 2008",Dunhill  Atados,"Smoked one of these recently, and thought it was good for its age. Some of the other older cigars(davidoffs, 70's montes) have lost most of their flavor in my experience. If you can find one, definately worth trying.",4.0,billyh79,2:
"May 5, 2009",Hoyo de Monterrey  Royal Coronations," The information on this cigar is incorrect. This cigar is still very much available.In fact, smoked an entire box of these last year.",0.0,snapsix,2:
"April 8, 2015",Hoyo de Monterrey  Short Hoyo Piramides,"  Fine looking cigar. The start of this stick was sweet, with hints of vanilla on the retro. Leathery and some cedar in the middle. Great first half. Second half the cigar showed youth all the way to the end. This cigar has tons of potential. Patience is the name of the game here. In 3-5 years this stick will be outstanding. Burned well, nice draw, but construction issues at the end. Med body, full at times. Wouldn't buy a box due to my lack of patience.",3.5,purophene,10:
"April 10, 2014",Hoyo de Monterrey  Short Hoyo Piramides,  The first one had some construction issues and was an uneven burn.  Let them rest in the humidor and the rest have been excellent.  Cigar has a very good medium body taste and nice earthiness.  Very veiny look to the cigar and really good taste.  Cuban at its finest.,4.0,bmoore21,9:
"November 23, 2013",Hoyo de Monterrey  Short Hoyo Piramides," This was an average cigar for me. I bought just a single stick and it had a few construction problems, there were also glue stains all over the cigar. The draw was tight but semi workable. all I can say about it was ""average"" at best.",0.0,oregonsa,8:
"May 17, 2013",Hoyo de Monterrey  Short Hoyo Piramides,"  A fine cigar with a colorado maduro wrapper. Well-made. Smooth, even burning with lots of rich aromatic smoke. Typical HDM flavors with earthy overtones along with cinnamon and chocolate. Benefits greatly from a few months rest in the humidor.",5.0,miskis,7:
"February 28, 2013",Hoyo de Monterrey  Short Hoyo Piramides,  Bought two boxes and thinking of buying another one....one of my favourites.,5.0,kamaz,6:
"August 25, 2010",Hoyo de Monterrey  Short Hoyo Coronas,"  Nice unpretentious cigar, mild to medium both in strenght and taste and good for a mid-morning or mid-afternoon smoke. Construction is pretty good so draw and burning didn't create any problem. There's little trace of evolution and complexity of course, nevertheless the flavour is good and consistent from the beginning to the end, with mostly woody notes.",3.0,sasha,23:
"December 6, 2009",Hoyo de Monterrey  Short Hoyo Coronas,"  Very good cigar, not as light as you would think but not strong a all. Great flavor without power is always a welcome change",4.0,indyrob,22:
"December 18, 2007",Hoyo de Monterrey  Short Hoyo Coronas,"I have a box from Jul 06 of these. All I smoked were excellent (half-way through). Good construction, with a draw that is alright but on the loose side. Lovely pre-lit smell, sweet taste, woody, nice aroma. An easy cigar that can be enjoyed anytime. However, these cigars are mild, so if you prefer fuller smokes, try a different petit corona. 
I heard they have been discontinued. A pity.",4.0,titobueno76,20:
"March 30, 2007",Hoyo de Monterrey  Short Hoyo Coronas,"I have to say this is the most disapointing of the HDM range I've had. Tried some 99's, almost cardboard.  Then tried some 03's, better but still bland and unappetizing.  Have given up on these even though I am a huge fan of HDM overall.",1.0,antipodean-smoker,19:
"December 29, 2016",Hoyo de Monterrey  Regalos LE 2007,"Rich aroma and wonderfull dense flavour with enhanced HM character, plus spices (as a good friend immediatly pointed out). Lacks an easier draw, I'm afraid - the proper grade should be 8.5, but since such grade is lacking, I take the risk and award it a 9.",4.5,heinrich,35:
"May 27, 2014",Hoyo de Monterrey  Regalos LE 2007,"Old smell, good draw, dark beautiful wrapper, white ash.

Its not a complex cigar and its very enjoyable at any time. Its smooth, oily, sweet chocolate, with a light to medium strenght.

Rating : 87/100",4.5,nanerobert,34:
"January 11, 2014",Hoyo de Monterrey  Regalos LE 2007,"  Hoyo de Monterrey Regalos LE 2007-DIC-07-very good tobacco, a sweet cigar with good complexity, cacao, coffee, some leather and a licorice note on the end as mentioned by others, spice but quite subtle. Meduim-full body. Perfect construction and burn. I had smoked some before, but only now they show their full character.",4.5,dimi681,33:
"March 26, 2013",Hoyo de Monterrey  Regalos LE 2007,"  Smoke few pcs of this cigar, very rich aroma, taste sweet, complex with taste of coffee and cocoa! Excellent cigar",5.0,jaxx,32:
"February 5, 2013",Hoyo de Monterrey  Regalos LE 2007,"  Smoked one which i kept in my humi since 2007.The taste was very good and consistent throughout the smoke.Nice aroma ,not spicy as many state.Burn was uneven, draw was perfect.I still have another one which i will age.Good cigar nevertheless.",4.0,kamaz,31:
"July 28, 2014",Hoyo de Monterrey  Piramides LE 2003,"  Amazing cigar. Starts out mellow and sweet, becomes spicy and creamy in the second half. 11 years of proper aging has done wonders for this cigar, and I believe it has 5 more years before it peaks. 9.5/10",5.0,nightdiver,38:
"January 3, 2012",Hoyo de Monterrey  Piramides LE 2003,  Just come back to these since my last review. Smokes very nicely and stands up there with the very best. The flavour has developed over time and the taste is stronger and more pronounced without being harsh. A highly recommended smoke if you can get your hands on any.,5.0,mike-p,37:
"September 19, 2010",Hoyo de Monterrey  Piramides LE 2003,"  I have had quite a few more since my review #34. Consistently well made, fine wrappers, even the binder can qualify to be wrappers. I can barely notice any veins among the filler when I clip the stick. Burns dead even and draws like a dream with just enough resistance to remind you that you are smoking a cigar. With time in the humidor, the flavours have become progressively stronger as with the spice levels. The flavour profile has also changed, becoming slightly drier. My first impressions have changed little and I find it still relatively mild in the flavour department but as before, silky smooth and thick, rich smoke. I must say that the nicotine strength has increased somewhat. I actually begin to get a bit of buzz with the later sticks. Sadly, I am down to my last two.",4.5,sengjc,36:
