review_date,title,review_text,user_rating,reviewer_name,review_no
"September 20, 2011",La Gloria Cubana  Tapados,  a smooth and delightful cigar that slowed down my intake on other favourite cigars. How come its discontinued and its available in the market though?,3.5,dernaika,2:
"June 23, 2007",La Gloria Cubana  Sabrosos,"Bought one of these at La Casa Del Habano aged for 5 years with a box date of May 2002. First off after I lit it the cigar the wrapper started to peel off. Terrible construction. I tried to not let it bother me so I continued to smoke it anyway. Flavors reminded me of fruits, almost like grapes. Personally I found it way too mild for my tastes. The aftertaste is hard to describe, but I didn't like it. I ended up giving it to a friend after only smoking it for about five mintues. He liked the flavors but found the aftertaste was gross. Bottom line is if you like an extremely mild cigar with fruit like flavors, you'll like it. I felt like it was just one big flavored cigarillo, but maybe that's just me.",0.5,cigar-are-good,7:
"August 28, 2005",La Gloria Cubana  Sabrosos,"I finally found a box of these gems, from 2000. Lighter body than the Med d line. A light floral bouquet of flavors with a hint of spice towards the end",4.5,habanohal,6:
"January 31, 2005",La Gloria Cubana  Sabrosos,"A cigar for serious aging, and one which was discontinued in 2001 I believe. Stock up while you can. A smooth taste, similar to the Tainos of ERM, and the same maker, but with a leathery silken finish reminiscent of many Churchills at age 5-10 years. Good to go with an aged brandy. Full of flowery, peppery, vanilla after tones. Construction good, although fans of round rolled bundles will be dissapointed.",4.0,peter-m-tokyo1,5:
"January 30, 2005",La Gloria Cubana  Sabrosos,"Very nice, very underrated smoke.  While on a trip to Cuba last March I smoked the best of everything the LCDH's had to offer. This cigar was one of the better that I had that week.  Medium-bodied with a fruity-sweet flavor and aroma.",4.0,biff-pocoroba,4:
"December 7, 2004",La Gloria Cubana  Sabrosos,Very nice.. smooth,4.5,bob,3:
"September 7, 2015",La Gloria Cubana  Tainos,"  Great looking cigar from a box of ten circa 2000.  Been aging for a while so I expected great things. One of the most boring and one dimensional cigars I have smoked in a while.  Aroma and taste of hay, then well...hay, and more hay.  Never developed any flavors or strength, which I find odd.  I'll let my next sit for a day and hope for a better result.",3.5,bucketlist,31:
"December 29, 2014",La Gloria Cubana  Tainos,"  LRE DIC9 - A Julieta #2 is a big cigar, thus it must be perfect to keep a connoisseur's attention; and this example does not disappoint. This Partagas-rolled gem portrays the sweeter side of the LGC very well, yet is exceptionally balanced to deliver a lush profile (only 2013 Cohiba Esplendido gives this same feel that can only be described as ""cake."" A modern classic, and the last hurrah for LGC Tainos. Must not be missed.",4.5,mk05,30:
"November 11, 2013",La Gloria Cubana  Tainos,"  Every time I smoke these, there is a sense of meeting an old friend and a reminder that I need more Tainos. Fruit on earth base mixed with nostalgia. A classic!",5.0,bonvivant,29:
"September 10, 2013",La Gloria Cubana  Tainos,have smoked one that i kept for four years in my humidor and it was sublime.only a little draw problem at the last third.it is one of the smokes which i would want to experience every day...,5.0,kamaz,28:
"April 21, 2013",La Gloria Cubana  Tainos,"  Do not waste your money on anything, but regular production LGCs, Tainos from 2009 are classics",5.0,bonvivant,27:
"January 16, 2017",La Gloria Cubana  Medaille d'Or No. 2,  Yes to BonVivant another most splendid favourite of mine discontinued - anyone know why so many disappearing? IMO way too many giant ring size now introduced and not enough Dalias or corona extras around.,5.0,ian,51:
"January 11, 2017",La Gloria Cubana  Medaille d'Or No. 2,"  So sad - another La Gloria Cubana discontinued - amazing is not the word, ridiculous is more like it - stick with MAR-MAY 2013 codes and you will not regret it. Anything after that is your own risk. The cigar is simply brilliant - MUR MAY13",5.0,bonvivant,50:
"December 16, 2016",La Gloria Cubana  Medaille d'Or No. 2,"Very creamy cigar with some spices, cinamon and hints of orange fruit. Complex flavours with evolutions between thirds. Draw imperfect until the end of first third and afterwards great. Light to medium cigar of 90-100 minutes duration. A must !!!",4.5,heinrich,49:
"November 30, 2015",La Gloria Cubana  Medaille d'Or No. 2,"  2007 La Gloria Cubana Medaille d'Or No. 2. Just checking in to see how these are coming along. The verdict: Good, but not yet great. If I hadn't smoked a couple of boxes of 2002's, I would be impressed by the full bodied complexity. Pepper and spice with a fruity accompaniment. Unfortunately, the former elements overshadowed the latter. It showed too much of it's Partagas 898V heritage. These will take many years to mature into the delightful spicy and aromatic fruit salad that characterizes a vintage LGC. But the makings are all there, in spades. 
",4.0,shrink,48:
"July 30, 2015",La Gloria Cubana  Medaille d'Or No. 2,"  I've been trying to get a box of these for ages as they used to be one of my favourites - finally did - had to spend a little more than I wanted to as my usual supplier doesn't ever seem to have them...arrived today and nearly finished my second. Excellent appearance, construction, draw; to start with not bad but wow these become amazing at the halfway point and continue to become sublime by the end. I am already dreaming about how these will be with a little rest after there journey in the post.",4.5,ian,47:
"October 27, 2016",La Gloria Cubana  Medaille d'Or No. 1,  had one not tool long ago from a box code 00. they are again well and still got some strenght to them still. very complex but medium at best until the last inch where it amps up the strenght. if you take your time with these your heading for a great 2 hour journey!!! 9.5,4.5,loganx,33:
"October 9, 2015",La Gloria Cubana  Medaille d'Or No. 1,"  Perfet fruit spicy cigar.Perfect draw, good looking, elegant. One of the best I've had.",5.0,kml,32:
"August 22, 2015",La Gloria Cubana  Medaille d'Or No. 1,  An excellent cigar and a unique size....  Perfect draw and fruity - spicy - woody tastes... Unfortunately discontinued cigar... Maybe the best cuban cigar ever!,5.0,haris-georgiou,31:
"October 21, 2012",La Gloria Cubana  Medaille d'Or No. 1,"  Although 02 examples are fantastic right now, it can benefit from a bit more aging for another few years - Classics in the making.",5.0,bonvivant,29:
"January 11, 2017",La Gloria Cubana  Medaille d'Or No. 3,  Hard to believe- they are 15 years old and the flavors just start to kick in - 5-15 years down the road people will be dreaming about those. Absolutely amazing experience. Highly recommended,5.0,bonvivant,32:
"January 19, 2015",La Gloria Cubana  Medaille d'Or No. 3,"  This beautiful, delicate cigar is like sipping honeysuckle from the vine, sweet, floral, and fruity. It has a touch of citrus peel. Must be stored and smoked with humidity low enough to allow a proper burn, and must be sipped gently. I'm finishing my third box of these and will miss them very much when they are gone. Very rare that I would score a cigar at 10 but this deserves it.",5.0,professor-twain,31:
"October 14, 2014",La Gloria Cubana  Medaille d'Or No. 3,Last had one in Hong Kong in March 2013....i left the city with two more sticks and i am enjoying one right now in a calm misty NYC fall evening.   I cant believe how smooth this cigar is taste and draw.  Great draw despite the thin shape.  15 years has done wonders but the flavor seems to be mellowing so enjoy it now if you can!!,4.5,shen2389,30:
"October 20, 2013",La Gloria Cubana  Medaille d'Or No. 3,"  After a 2007 Punch Churchill the LGC No.3 is the ideal ""second cigar"" giving a full spicy complex cuban classic taste. Happy to have a number of 2002 boxes waiting...",5.0,purissimo,29:
